 Iterations, Maximum_Neighbours
      233400 ,          82
      233440 ,          81
      233480 ,          80
      233520 ,          80
      233560 ,          79
      233600 ,          84
      233640 ,          84
      233680 ,          85
      233720 ,          86
      233760 ,          87
      233800 ,          89
      233840 ,          84
      233880 ,          85
      233920 ,          84
      233960 ,          85
      234000 ,          84
      234040 ,          85
      234080 ,          84
      234120 ,          84
      234160 ,          89
      234200 ,          91
      234240 ,          90
      234280 ,          91
      234320 ,          95
      234360 ,          96
      234400 ,          91
      234440 ,          94
      234480 ,          95
      234520 ,          91
      234560 ,          88
      234600 ,          88
      234640 ,          90
      234680 ,          95
      234720 ,          92
      234760 ,          90
      234800 ,          90
      234840 ,          91
      234880 ,          91
      234920 ,          93
      234960 ,          91
      235000 ,          88
      235040 ,          89
      235080 ,          88
      235120 ,          87
      235160 ,          84
      235200 ,          89
      235240 ,          89
      235280 ,          87
      235320 ,          88
      235360 ,          88
      235400 ,          87
      235440 ,          88
      235480 ,          88
      235520 ,          90
      235560 ,          88
      235600 ,          89
      235640 ,          93
      235680 ,          93
      235720 ,          91
      235760 ,          90
      235800 ,          92
      235840 ,          95
      235880 ,          95
      235920 ,          99
      235960 ,         100
      236000 ,         101
      236040 ,          98
      236080 ,          98
      236120 ,          95
      236160 ,          94
      236200 ,          94
      236240 ,          93
      236280 ,          94
      236320 ,          95
      236360 ,          94
      236400 ,          91
      236440 ,          91
      236480 ,          92
      236520 ,          93
      236560 ,          96
      236600 ,          92
      236640 ,          95
      236680 ,          96
      236720 ,          94
      236760 ,          91
      236800 ,          91
      236840 ,          93
      236880 ,          95
      236920 ,          96
      236960 ,          93
      237000 ,          94
      237040 ,          96
      237080 ,          98
      237120 ,         101
      237160 ,          99
      237200 ,          97
      237240 ,          95
      237280 ,          94
      237320 ,          94
      237360 ,          92
      237400 ,          92
      237440 ,          94
      237480 ,          93
      237520 ,          95
      237560 ,          98
      237600 ,          96
      237640 ,          96
      237680 ,          98
      237720 ,         100
      237760 ,          99
      237800 ,          98
      237840 ,          97
      237880 ,         100
      237920 ,         103
      237960 ,         106
      238000 ,         104
      238040 ,         102
      238080 ,         100
      238120 ,         101
      238160 ,         101
      238200 ,         100
      238240 ,          99
      238280 ,          99
      238320 ,          97
      238360 ,          92
      238400 ,          86
      238440 ,          88
      238480 ,          86
      238520 ,          86
      238560 ,          87
      238600 ,          87
      238640 ,          87
      238680 ,          83
      238720 ,          85
      238760 ,          87
      238800 ,          85
      238840 ,          81
      238880 ,          80
      238920 ,          82
      238960 ,          82
      239000 ,          80
      239040 ,          80
      239080 ,          82
      239120 ,          81
      239160 ,          81
      239200 ,          81
      239240 ,          81
      239280 ,          82
      239320 ,          81
      239360 ,          83
      239400 ,          85
      239440 ,          86
      239480 ,          84
      239520 ,          83
      239560 ,          83
      239600 ,          85
      239640 ,          87
      239680 ,          89
      239720 ,          90
      239760 ,          89
      239800 ,          88
      239840 ,          85
      239880 ,          89
      239920 ,          88
      239960 ,          88
      240000 ,          90
      240040 ,          90
      240080 ,          89
      240120 ,          87
      240160 ,          86
      240200 ,          86
      240240 ,          88
      240280 ,          87
      240320 ,          87
      240360 ,          85
      240400 ,          86
      240440 ,          84
      240480 ,          88
      240520 ,          85
      240560 ,          88
      240600 ,          83
      240640 ,          87
      240680 ,          89
      240720 ,          91
      240760 ,          92
      240800 ,          91
      240840 ,          88
      240880 ,          92
      240920 ,          90
      240960 ,          87
      241000 ,          86
      241040 ,          87
      241080 ,          87
      241120 ,          86
      241160 ,          87
      241200 ,          84
      241240 ,          85
      241280 ,          86
      241320 ,          89
      241360 ,          89
      241400 ,          87
      241440 ,          89
      241480 ,          88
      241520 ,          92
      241560 ,          91
      241600 ,          88
      241640 ,          87
      241680 ,          90
      241720 ,          94
      241760 ,          90
      241800 ,          88
      241840 ,          89
      241880 ,          90
      241920 ,          88
      241960 ,          89
      242000 ,          88
      242040 ,          89
      242080 ,          89
      242120 ,          90
      242160 ,          92
      242200 ,          95
      242240 ,          91
      242280 ,          93
      242320 ,          96
      242360 ,          95
      242400 ,          94
      242440 ,          95
      242480 ,          94
      242520 ,          93
      242560 ,          93
      242600 ,          95
      242640 ,          94
      242680 ,          94
      242720 ,          99
      242760 ,         102
      242800 ,          97
      242840 ,          96
      242880 ,          92
      242920 ,          90
      242960 ,          87
      243000 ,          87
      243040 ,          88
      243080 ,          85
      243120 ,          86
      243160 ,          85
      243200 ,          87
      243240 ,          85
      243280 ,          86
      243320 ,          84
      243360 ,          88
      243400 ,          85
      243440 ,          88
      243480 ,          91
      243520 ,          90
      243560 ,          90
      243600 ,          92
      243640 ,          91
      243680 ,          89
      243720 ,          93
      243760 ,          94
      243800 ,          99
      243840 ,         100
      243880 ,          96
      243920 ,          96
      243960 ,          97
      244000 ,          95
      244040 ,          95
      244080 ,          96
      244120 ,          95
      244160 ,          94
      244200 ,          93
      244240 ,          93
      244280 ,          93
      244320 ,          92
      244360 ,          92
      244400 ,          93
      244440 ,          95
      244480 ,          92
      244520 ,          89
      244560 ,          91
      244600 ,          92
      244640 ,          89
      244680 ,          94
      244720 ,          94
      244760 ,          93
      244800 ,          95
      244840 ,          95
      244880 ,          90
      244920 ,          89
      244960 ,          90
      245000 ,          91
      245040 ,          91
      245080 ,          89
      245120 ,          92
      245160 ,          91
      245200 ,          91
      245240 ,          96
      245280 ,          94
      245320 ,          97
      245360 ,          97
      245400 ,          94
      245440 ,          92
      245480 ,          94
      245520 ,          91
      245560 ,          92
      245600 ,          91
      245640 ,          92
      245680 ,          95
      245720 ,          96
      245760 ,          95
      245800 ,          96
      245840 ,          95
      245880 ,          93
      245920 ,          96
      245960 ,          95
      246000 ,          97
      246040 ,          97
      246080 ,          93
      246120 ,          93
      246160 ,          91
      246200 ,          89
      246240 ,          88
      246280 ,          92
      246320 ,          90
      246360 ,          89
      246400 ,          88
      246440 ,          87
      246480 ,          90
      246520 ,          87
      246560 ,          90
      246600 ,          87
      246640 ,          90
      246680 ,          92
      246720 ,          88
      246760 ,          88
      246800 ,          85
      246840 ,          83
      246880 ,          85
      246920 ,          82
      246960 ,          84
      247000 ,          84
      247040 ,          83
      247080 ,          83
      247120 ,          82
      247160 ,          82
      247200 ,          84
      247240 ,          86
      247280 ,          80
      247320 ,          79
      247360 ,          81
      247400 ,          81
      247440 ,          81
      247480 ,          84
      247520 ,          82
      247560 ,          84
      247600 ,          79
      247640 ,          77
      247680 ,          78
      247720 ,          77
      247760 ,          79
      247800 ,          83
      247840 ,          82
      247880 ,          87
      247920 ,          87
      247960 ,          88
      248000 ,          87
      248040 ,          85
      248080 ,          84
      248120 ,          86
      248160 ,          86
      248200 ,          87
      248240 ,          90
      248280 ,          88
      248320 ,          86
      248360 ,          85
      248400 ,          87
      248440 ,          87
      248480 ,          88
      248520 ,          88
      248560 ,          91
      248600 ,          91
      248640 ,          93
      248680 ,          93
      248720 ,          91
      248760 ,          89
      248800 ,          89
      248840 ,          89
      248880 ,          92
      248920 ,          93
      248960 ,          94
      249000 ,          94
      249040 ,          98
      249080 ,          97
      249120 ,          98
      249160 ,          95
      249200 ,          94
      249240 ,          93
      249280 ,          92
      249320 ,          95
      249360 ,          95
      249400 ,          97
      249440 ,          96
      249480 ,          94
      249520 ,          95
      249560 ,          95
      249600 ,          95
      249640 ,          97
      249680 ,          98
      249720 ,          97
      249760 ,          96
      249800 ,          95
      249840 ,          99
      249880 ,          98
      249920 ,         100
      249960 ,          98
      250000 ,          99
      250040 ,         100
      250080 ,          99
      250120 ,         100
      250160 ,          97
      250200 ,          97
      250240 ,          96
      250280 ,          97
      250320 ,          94
      250360 ,          95
      250400 ,          94
      250440 ,          96
      250480 ,          98
      250520 ,          98
      250560 ,          93
      250600 ,          95
      250640 ,          95
      250680 ,          95
      250720 ,          96
      250760 ,          94
      250800 ,          92
      250840 ,          91
      250880 ,          90
      250920 ,          91
      250960 ,          92
      251000 ,          94
      251040 ,          96
      251080 ,          97
      251120 ,          98
      251160 ,          98
      251200 ,          99
      251240 ,         102
      251280 ,         100
      251320 ,         100
      251360 ,          99
      251400 ,          99
      251440 ,          97
      251480 ,          94
      251520 ,          92
      251560 ,          94
      251600 ,          91
      251640 ,          87
      251680 ,          85
      251720 ,          83
      251760 ,          82
      251800 ,          87
      251840 ,          84
      251880 ,          85
      251920 ,          88
      251960 ,          89
      252000 ,          90
      252040 ,          93
      252080 ,          90
      252120 ,          92
      252160 ,          92
      252200 ,          88
      252240 ,          86
      252280 ,          86
      252320 ,          86
      252360 ,          86
      252400 ,          84
      252440 ,          87
      252480 ,          88
      252520 ,          87
      252560 ,          87
      252600 ,          89
      252640 ,          83
      252680 ,          83
      252720 ,          85
      252760 ,          86
      252800 ,          84
      252840 ,          79
      252880 ,          78
      252920 ,          81
      252960 ,          83
      253000 ,          80
      253040 ,          78
      253080 ,          79
      253120 ,          81
      253160 ,          82
      253200 ,          81
      253240 ,          82
      253280 ,          81
      253320 ,          80
      253360 ,          82
      253400 ,          85
      253440 ,          83
      253480 ,          84
      253520 ,          89
      253560 ,          90
      253600 ,          85
      253640 ,          85
      253680 ,          87
      253720 ,          87
      253760 ,          88
      253800 ,          90
      253840 ,          88
      253880 ,          88
      253920 ,          87
      253960 ,          88
      254000 ,          88
      254040 ,          87
      254080 ,          87
      254120 ,          86
      254160 ,          89
      254200 ,          88
      254240 ,          89
      254280 ,          88
      254320 ,          89
      254360 ,          89
      254400 ,          90
      254440 ,          90
      254480 ,          89
      254520 ,          89
      254560 ,          89
      254600 ,          87
      254640 ,          87
      254680 ,          89
      254720 ,          87
      254760 ,          87
      254800 ,          86
      254840 ,          87
      254880 ,          85
      254920 ,          87
      254960 ,          86
      255000 ,          87
      255040 ,          87
      255080 ,          89
      255120 ,          87
      255160 ,          89
      255200 ,          84
      255240 ,          85
      255280 ,          84
      255320 ,          82
      255360 ,          84
      255400 ,          86
      255440 ,          88
      255480 ,          88
      255520 ,          87
      255560 ,          87
      255600 ,          90
      255640 ,          88
      255680 ,          86
      255720 ,          88
      255760 ,          85
      255800 ,          83
      255840 ,          85
      255880 ,          83
      255920 ,          81
      255960 ,          83
      256000 ,          84
      256040 ,          84
      256080 ,          85
      256120 ,          85
      256160 ,          81
      256200 ,          84
      256240 ,          81
      256280 ,          81
      256320 ,          82
      256360 ,          82
      256400 ,          83
      256440 ,          84
      256480 ,          87
      256520 ,          88
      256560 ,          85
      256600 ,          84
      256640 ,          86
      256680 ,          85
      256720 ,          86
      256760 ,          85
      256800 ,          87
      256840 ,          86
      256880 ,          88
      256920 ,          85
      256960 ,          85
      257000 ,          86
      257040 ,          86
      257080 ,          86
      257120 ,          88
      257160 ,          86
      257200 ,          85
      257240 ,          87
      257280 ,          87
      257320 ,          84
      257360 ,          84
      257400 ,          83
      257440 ,          83
      257480 ,          83
      257520 ,          82
      257560 ,          83
      257600 ,          80
      257640 ,          82
      257680 ,          84
      257720 ,          83
      257760 ,          83
      257800 ,          85
      257840 ,          85
      257880 ,          82
      257920 ,          82
      257960 ,          81
      258000 ,          81
      258040 ,          79
      258080 ,          80
      258120 ,          79
      258160 ,          81
      258200 ,          83
      258240 ,          82
      258280 ,          81
      258320 ,          83
      258360 ,          85
      258400 ,          85
      258440 ,          87
      258480 ,          86
      258520 ,          86
      258560 ,          87
      258600 ,          87
      258640 ,          88
      258680 ,          91
      258720 ,          89
      258760 ,          86
      258800 ,          86
      258840 ,          83
      258880 ,          82
      258920 ,          84
      258960 ,          82
      259000 ,          89
      259040 ,          96
      259080 ,          93
      259120 ,          91
      259160 ,          89
      259200 ,          86
      259240 ,          88
      259280 ,          88
      259320 ,          87
      259360 ,          85
      259400 ,          81
      259440 ,          79
      259480 ,          81
      259520 ,          81
      259560 ,          83
      259600 ,          83
      259640 ,          81
      259680 ,          80
      259720 ,          79
      259760 ,          80
      259800 ,          80
      259840 ,          80
      259880 ,          84
      259920 ,          85
      259960 ,          85
      260000 ,          86
      260040 ,          86
      260080 ,          84
      260120 ,          83
      260160 ,          85
      260200 ,          84
      260240 ,          82
      260280 ,          83
      260320 ,          84
      260360 ,          87
      260400 ,          89
      260440 ,          89
      260480 ,          87
      260520 ,          85
      260560 ,          84
      260600 ,          84
      260640 ,          84
      260680 ,          85
      260720 ,          86
      260760 ,          85
      260800 ,          87
      260840 ,          90
      260880 ,          91
      260920 ,          89
      260960 ,          86
      261000 ,          84
      261040 ,          84
      261080 ,          81
      261120 ,          82
      261160 ,          83
      261200 ,          86
      261240 ,          85
      261280 ,          85
      261320 ,          82
      261360 ,          85
      261400 ,          84
      261440 ,          85
      261480 ,          83
      261520 ,          82
      261560 ,          84
      261600 ,          83
      261640 ,          82
      261680 ,          82
      261720 ,          81
      261760 ,          81
      261800 ,          82
      261840 ,          82
      261880 ,          85
      261920 ,          86
      261960 ,          85
      262000 ,          85
      262040 ,          86
      262080 ,          89
      262120 ,          87
      262160 ,          88
      262200 ,          90
      262240 ,          94
      262280 ,          92
      262320 ,          96
      262360 ,          89
      262400 ,          90
      262440 ,          87
      262480 ,          89
      262520 ,          90
      262560 ,          92
      262600 ,          95
      262640 ,          98
      262680 ,         101
      262720 ,         103
      262760 ,         103
      262800 ,         102
      262840 ,          99
      262880 ,          95
      262920 ,          98
      262960 ,         100
      263000 ,          97
      263040 ,          99
      263080 ,         101
      263120 ,          99
      263160 ,         100
      263200 ,         100
      263240 ,          97
      263280 ,          95
      263320 ,          94
      263360 ,          94
      263400 ,          91
      263440 ,          88
      263480 ,          88
      263520 ,          87
      263560 ,          90
      263600 ,          89
      263640 ,          88
      263680 ,          88
      263720 ,          90
      263760 ,          90
      263800 ,          90
      263840 ,          90
      263880 ,          89
      263920 ,          87
      263960 ,          87
      264000 ,          86
      264040 ,          83
      264080 ,          84
      264120 ,          89
      264160 ,          91
      264200 ,          91
      264240 ,          87
      264280 ,          92
      264320 ,          91
      264360 ,          90
      264400 ,          90
      264440 ,          92
      264480 ,          87
      264520 ,          86
      264560 ,          85
      264600 ,          84
      264640 ,          84
      264680 ,          84
      264720 ,          88
      264760 ,          86
      264800 ,          89
      264840 ,          88
      264880 ,          89
      264920 ,          86
      264960 ,          86
      265000 ,          86
      265040 ,          84
      265080 ,          84
      265120 ,          85
      265160 ,          86
      265200 ,          84
      265240 ,          83
      265280 ,          84
      265320 ,          83
      265360 ,          85
      265400 ,          86
      265440 ,          89
      265480 ,          88
      265520 ,          88
      265560 ,          89
      265600 ,          86
      265640 ,          86
      265680 ,          86
      265720 ,          89
      265760 ,          87
      265800 ,          90
      265840 ,          94
      265880 ,          91
      265920 ,          90
      265960 ,          87
      266000 ,          89
      266040 ,          90
      266080 ,          92
      266120 ,          93
      266160 ,          93
      266200 ,          94
      266240 ,          94
      266280 ,          96
      266320 ,          96
      266360 ,          95
      266400 ,          96
      266440 ,          96
      266480 ,          92
      266520 ,          94
      266560 ,          95
      266600 ,          96
      266640 ,          97
      266680 ,          99
      266720 ,         100
      266760 ,          96
      266800 ,          94
      266840 ,          97
      266880 ,          97
      266920 ,          99
      266960 ,          99
      267000 ,          96
      267040 ,         100
      267080 ,          94
      267120 ,          94
      267160 ,          93
      267200 ,          95
      267240 ,          94
      267280 ,          93
      267320 ,          91
      267360 ,          91
      267400 ,          92
      267440 ,          92
      267480 ,          92
      267520 ,          90
      267560 ,          89
      267600 ,          91
      267640 ,          89
      267680 ,          90
      267720 ,          90
      267760 ,          92
      267800 ,          92
      267840 ,          92
      267880 ,          89
      267920 ,          93
      267960 ,          93
      268000 ,          91
      268040 ,          93
      268080 ,          92
      268120 ,          93
      268160 ,          94
      268200 ,          93
      268240 ,          96
      268280 ,          94
      268320 ,          95
      268360 ,          92
      268400 ,          92
      268440 ,          92
      268480 ,          89
      268520 ,          91
      268560 ,          84
      268600 ,          86
      268640 ,          86
      268680 ,          85
      268720 ,          87
      268760 ,          89
      268800 ,          89
      268840 ,          86
      268880 ,          85
      268920 ,          82
      268960 ,          80
      269000 ,          78
      269040 ,          76
      269080 ,          77
      269120 ,          77
      269160 ,          76
      269200 ,          78
      269240 ,          79
      269280 ,          83
      269320 ,          85
      269360 ,          84
      269400 ,          86
      269440 ,          86
      269480 ,          86
      269520 ,          89
      269560 ,          89
      269600 ,          88
      269640 ,          89
      269680 ,          89
      269720 ,          92
      269760 ,          92
      269800 ,          93
      269840 ,          91
      269880 ,          91
      269920 ,          89
      269960 ,          91
      270000 ,          94
      270040 ,          88
      270080 ,          90
      270120 ,          92
      270160 ,          86
      270200 ,          89
      270240 ,          86
      270280 ,          86
      270320 ,          85
      270360 ,          85
      270400 ,          83
      270440 ,          85
      270480 ,          83
      270520 ,          84
      270560 ,          85
      270600 ,          86
      270640 ,          84
      270680 ,          84
      270720 ,          83
      270760 ,          81
      270800 ,          80
      270840 ,          82
      270880 ,          83
      270920 ,          84
      270960 ,          85
      271000 ,          85
      271040 ,          81
      271080 ,          81
      271120 ,          82
      271160 ,          80
      271200 ,          79
      271240 ,          80
      271280 ,          81
      271320 ,          79
      271360 ,          82
      271400 ,          80
      271440 ,          77
      271480 ,          76
      271520 ,          77
      271560 ,          78
      271600 ,          77
      271640 ,          79
      271680 ,          78
      271720 ,          78
      271760 ,          79
      271800 ,          78
      271840 ,          78
      271880 ,          78
      271920 ,          79
      271960 ,          78
      272000 ,          79
      272040 ,          80
      272080 ,          81
      272120 ,          81
      272160 ,          80
      272200 ,          81
      272240 ,          82
      272280 ,          82
      272320 ,          83
      272360 ,          86
      272400 ,          85
      272440 ,          85
      272480 ,          89
      272520 ,          87
      272560 ,          88
      272600 ,          86
      272640 ,          87
      272680 ,          86
      272720 ,          90
      272760 ,          91
      272800 ,          89
      272840 ,          88
      272880 ,          90
      272920 ,          91
      272960 ,          91
      273000 ,          88
      273040 ,          88
      273080 ,          90
      273120 ,          91
      273160 ,          92
      273200 ,          92
      273240 ,          90
      273280 ,          91
      273320 ,          94
      273360 ,          99
      273400 ,          97
      273440 ,          97
      273480 ,          97
      273520 ,          95
      273560 ,          96
      273600 ,          95
      273640 ,          98
      273680 ,          99
      273720 ,         101
      273760 ,          98
      273800 ,          99
      273840 ,          95
      273880 ,          98
      273920 ,          98
      273960 ,          96
      274000 ,          99
      274040 ,          95
      274080 ,          98
      274120 ,          97
      274160 ,          97
      274200 ,         100
      274240 ,          98
      274280 ,         100
      274320 ,         103
      274360 ,         101
      274400 ,          98
      274440 ,          98
      274480 ,          98
      274520 ,          99
      274560 ,         100
      274600 ,         100
      274640 ,         103
      274680 ,         100
      274720 ,          98
      274760 ,          96
      274800 ,          97
      274840 ,          94
      274880 ,          94
      274920 ,          95
      274960 ,          96
      275000 ,          96
      275040 ,          94
      275080 ,          92
      275120 ,          92
      275160 ,          95
      275200 ,          95
      275240 ,          98
      275280 ,          97
      275320 ,          97
      275360 ,          98
      275400 ,          94
      275440 ,          95
      275480 ,          98
      275520 ,          97
      275560 ,          95
      275600 ,          97
      275640 ,          96
      275680 ,          95
      275720 ,          92
      275760 ,          90
      275800 ,          91
      275840 ,          91
      275880 ,          91
      275920 ,          91
      275960 ,          93
      276000 ,          91
      276040 ,          90
      276080 ,          89
      276120 ,          88
      276160 ,          91
      276200 ,          90
      276240 ,          88
      276280 ,          86
      276320 ,          86
      276360 ,          90
      276400 ,          89
      276440 ,          90
      276480 ,          91
      276520 ,          93
      276560 ,          92
      276600 ,          93
      276640 ,          97
      276680 ,          94
      276720 ,          95
      276760 ,          94
      276800 ,          93
      276840 ,          91
      276880 ,          95
      276920 ,          93
      276960 ,          95
      277000 ,          96
      277040 ,          95
      277080 ,          92
      277120 ,          92
      277160 ,          90
      277200 ,          91
      277240 ,          94
      277280 ,          91
      277320 ,          91
      277360 ,          85
      277400 ,          86
      277440 ,          86
      277480 ,          85
      277520 ,          86
      277560 ,          89
      277600 ,          88
      277640 ,          87
      277680 ,          90
      277720 ,          90
      277760 ,          90
      277800 ,          90
      277840 ,          89
      277880 ,          88
      277920 ,          90
      277960 ,          87
      278000 ,          89
      278040 ,          89
      278080 ,          86
      278120 ,          86
      278160 ,          84
      278200 ,          84
      278240 ,          82
      278280 ,          84
      278320 ,          85
      278360 ,          86
      278400 ,          84
      278440 ,          85
      278480 ,          88
      278520 ,          90
      278560 ,          91
      278600 ,          91
      278640 ,          89
      278680 ,          87
      278720 ,          86
      278760 ,          88
      278800 ,          87
      278840 ,          91
      278880 ,          92
      278920 ,          88
      278960 ,          89
      279000 ,          88
      279040 ,          88
      279080 ,          86
      279120 ,          87
      279160 ,          86
      279200 ,          87
      279240 ,          86
      279280 ,          87
      279320 ,          87
      279360 ,          85
      279400 ,          86
      279440 ,          85
      279480 ,          84
      279520 ,          85
      279560 ,          85
      279600 ,          87
      279640 ,          83
      279680 ,          81
      279720 ,          82
      279760 ,          85
      279800 ,          81
      279840 ,          83
      279880 ,          82
      279920 ,          80
      279960 ,          81
      280000 ,          80
      280040 ,          79
      280080 ,          80
      280120 ,          82
      280160 ,          82
      280200 ,          83
      280240 ,          84
      280280 ,          87
      280320 ,          84
      280360 ,          83
      280400 ,          82
      280440 ,          85
      280480 ,          84
      280520 ,          84
      280560 ,          83
      280600 ,          84
      280640 ,          82
      280680 ,          84
      280720 ,          84
      280760 ,          84
      280800 ,          85
      280840 ,          84
      280880 ,          84
      280920 ,          83
      280960 ,          83
      281000 ,          82
      281040 ,          81
      281080 ,          82
      281120 ,          81
      281160 ,          80
      281200 ,          78
      281240 ,          77
      281280 ,          78
      281320 ,          80
      281360 ,          78
      281400 ,          79
      281440 ,          81
      281480 ,          82
      281520 ,          78
      281560 ,          74
      281600 ,          75
      281640 ,          73
      281680 ,          75
      281720 ,          74
      281760 ,          75
      281800 ,          75
      281840 ,          73
      281880 ,          74
      281920 ,          70
      281960 ,          69
      282000 ,          70
      282040 ,          70
      282080 ,          73
      282120 ,          72
      282160 ,          72
      282200 ,          72
      282240 ,          72
      282280 ,          71
      282320 ,          72
      282360 ,          72
      282400 ,          76
      282440 ,          75
      282480 ,          75
      282520 ,          80
      282560 ,          80
      282600 ,          83
      282640 ,          83
      282680 ,          80
      282720 ,          75
      282760 ,          79
      282800 ,          78
      282840 ,          77
      282880 ,          75
      282920 ,          75
      282960 ,          76
      283000 ,          75
      283040 ,          74
      283080 ,          73
      283120 ,          75
      283160 ,          76
      283200 ,          76
      283240 ,          77
      283280 ,          76
      283320 ,          76
      283360 ,          78
      283400 ,          78
      283440 ,          79
      283480 ,          80
      283520 ,          81
      283560 ,          81
      283600 ,          78
      283640 ,          78
      283680 ,          81
      283720 ,          79
      283760 ,          82
      283800 ,          83
      283840 ,          84
      283880 ,          83
      283920 ,          82
      283960 ,          89
      284000 ,          90
      284040 ,          92
      284080 ,          90
      284120 ,          89
      284160 ,          87
      284200 ,          86
      284240 ,          83
      284280 ,          83
      284320 ,          82
      284360 ,          85
      284400 ,          87
      284440 ,          87
      284480 ,          87
      284520 ,          90
      284560 ,          88
      284600 ,          87
      284640 ,          87
      284680 ,          86
      284720 ,          85
      284760 ,          86
      284800 ,          86
      284840 ,          87
      284880 ,          89
      284920 ,          86
      284960 ,          86
      285000 ,          86
      285040 ,          87
      285080 ,          82
      285120 ,          82
      285160 ,          81
      285200 ,          83
      285240 ,          81
      285280 ,          80
      285320 ,          78
      285360 ,          79
      285400 ,          77
      285440 ,          76
      285480 ,          76
      285520 ,          77
      285560 ,          80
      285600 ,          79
      285640 ,          78
      285680 ,          76
      285720 ,          75
      285760 ,          76
      285800 ,          80
      285840 ,          83
      285880 ,          86
      285920 ,          82
      285960 ,          80
      286000 ,          78
      286040 ,          79
      286080 ,          81
      286120 ,          81
      286160 ,          80
      286200 ,          81
      286240 ,          80
      286280 ,          80
      286320 ,          79
      286360 ,          76
      286400 ,          78
      286440 ,          80
      286480 ,          79
      286520 ,          79
      286560 ,          77
      286600 ,          80
      286640 ,          76
      286680 ,          78
      286720 ,          84
      286760 ,          84
      286800 ,          87
      286840 ,          88
      286880 ,          89
      286920 ,          85
      286960 ,          87
      287000 ,          83
      287040 ,          85
      287080 ,          84
      287120 ,          86
      287160 ,          88
      287200 ,          87
      287240 ,          86
      287280 ,          87
      287320 ,          87
      287360 ,          83
      287400 ,          82
      287440 ,          81
      287480 ,          80
      287520 ,          82
      287560 ,          81
      287600 ,          80
      287640 ,          79
      287680 ,          78
      287720 ,          80
      287760 ,          81
      287800 ,          77
      287840 ,          77
      287880 ,          77
      287920 ,          80
      287960 ,          80
      288000 ,          78
      288040 ,          79
      288080 ,          81
      288120 ,          79
      288160 ,          78
      288200 ,          79
      288240 ,          80
      288280 ,          81
      288320 ,          81
      288360 ,          80
      288400 ,          79
      288440 ,          78
      288480 ,          82
      288520 ,          79
      288560 ,          78
      288600 ,          79
      288640 ,          79
      288680 ,          80
      288720 ,          80
      288760 ,          84
      288800 ,          81
      288840 ,          82
      288880 ,          80
      288920 ,          82
      288960 ,          85
      289000 ,          87
      289040 ,          88
      289080 ,          88
      289120 ,          86
      289160 ,          87
      289200 ,          87
      289240 ,          88
      289280 ,          88
      289320 ,          91
      289360 ,          90
      289400 ,          90
      289440 ,          91
      289480 ,          92
      289520 ,          92
      289560 ,          89
      289600 ,          88
      289640 ,          88
      289680 ,          88
      289720 ,          88
      289760 ,          89
      289800 ,          91
      289840 ,          88
      289880 ,          91
      289920 ,          91
      289960 ,          88
      290000 ,          86
      290040 ,          85
      290080 ,          86
      290120 ,          89
      290160 ,          88
      290200 ,          89
      290240 ,          91
      290280 ,          93
      290320 ,          94
      290360 ,          96
      290400 ,          96
      290440 ,          93
      290480 ,          91
      290520 ,          90
      290560 ,          87
      290600 ,          87
      290640 ,          87
      290680 ,          86
      290720 ,          85
      290760 ,          86
      290800 ,          89
      290840 ,          90
      290880 ,          90
      290920 ,          88
      290960 ,          89
      291000 ,          89
      291040 ,          88
      291080 ,          92
      291120 ,          96
      291160 ,          96
      291200 ,          95
      291240 ,          96
      291280 ,          97
      291320 ,          97
      291360 ,          99
      291400 ,          99
      291440 ,         100
      291480 ,         100
      291520 ,          99
      291560 ,          96
      291600 ,          99
      291640 ,          98
      291680 ,          99
      291720 ,          99
      291760 ,          97
      291800 ,          96
      291840 ,          95
      291880 ,          94
      291920 ,          92
      291960 ,          93
      292000 ,          96
      292040 ,          99
      292080 ,          93
      292120 ,          90
      292160 ,          90
      292200 ,          89
      292240 ,          89
      292280 ,          88
      292320 ,          86
      292360 ,          85
      292400 ,          87
      292440 ,          86
      292480 ,          84
      292520 ,          87
      292560 ,          85
      292600 ,          84
      292640 ,          85
      292680 ,          86
      292720 ,          85
      292760 ,          85
      292800 ,          85
      292840 ,          83
      292880 ,          83
      292920 ,          84
      292960 ,          85
      293000 ,          86
      293040 ,          87
      293080 ,          85
      293120 ,          85
      293160 ,          83
      293200 ,          86
      293240 ,          85
      293280 ,          86
      293320 ,          85
      293360 ,          85
      293400 ,          87
      293440 ,          85
      293480 ,          87
      293520 ,          87
      293560 ,          87
      293600 ,          86
      293640 ,          85
      293680 ,          84
      293720 ,          83
      293760 ,          85
      293800 ,          85
      293840 ,          85
      293880 ,          84
      293920 ,          84
      293960 ,          85
      294000 ,          85
      294040 ,          83
      294080 ,          83
      294120 ,          84
      294160 ,          86
      294200 ,          85
      294240 ,          90
      294280 ,          87
      294320 ,          89
      294360 ,          89
      294400 ,          88
      294440 ,          89
      294480 ,          91
      294520 ,          91
      294560 ,          92
      294600 ,          89
      294640 ,          87
      294680 ,          87
      294720 ,          90
      294760 ,          88
      294800 ,          89
      294840 ,          92
      294880 ,          91
      294920 ,          92
      294960 ,          87
      295000 ,          87
      295040 ,          88
      295080 ,          88
      295120 ,          87
      295160 ,          86
      295200 ,          87
      295240 ,          88
      295280 ,          86
      295320 ,          87
      295360 ,          88
      295400 ,          88
      295440 ,          91
      295480 ,          92
