 Iterations, Maximum_Neighbours
       77200 ,          82
       77240 ,          86
       77280 ,          82
       77320 ,          83
       77360 ,          84
       77400 ,          81
       77440 ,          82
       77480 ,          84
       77520 ,          86
       77560 ,          85
       77600 ,          83
       77640 ,          85
       77680 ,          81
       77720 ,          81
       77760 ,          81
       77800 ,          85
       77840 ,          84
       77880 ,          82
       77920 ,          83
       77960 ,          83
       78000 ,          81
       78040 ,          81
       78080 ,          83
       78120 ,          81
       78160 ,          83
       78200 ,          81
       78240 ,          82
       78280 ,          83
       78320 ,          83
       78360 ,          80
       78400 ,          80
       78440 ,          79
       78480 ,          79
       78520 ,          81
       78560 ,          80
       78600 ,          82
       78640 ,          84
       78680 ,          81
       78720 ,          82
       78760 ,          84
       78800 ,          83
       78840 ,          87
       78880 ,          84
       78920 ,          87
       78960 ,          86
       79000 ,          85
       79040 ,          84
       79080 ,          82
       79120 ,          81
       79160 ,          81
       79200 ,          79
       79240 ,          78
       79280 ,          78
       79320 ,          78
       79360 ,          78
       79400 ,          80
       79440 ,          78
       79480 ,          80
       79520 ,          78
       79560 ,          78
       79600 ,          77
       79640 ,          75
       79680 ,          75
       79720 ,          77
       79760 ,          78
       79800 ,          78
       79840 ,          79
       79880 ,          78
       79920 ,          78
       79960 ,          80
       80000 ,          77
       80040 ,          76
       80080 ,          76
       80120 ,          79
       80160 ,          78
       80200 ,          77
       80240 ,          79
       80280 ,          78
       80320 ,          78
       80360 ,          77
       80400 ,          77
       80440 ,          76
       80480 ,          76
       80520 ,          76
       80560 ,          77
       80600 ,          79
       80640 ,          79
       80680 ,          79
       80720 ,          82
       80760 ,          83
       80800 ,          82
       80840 ,          82
       80880 ,          82
       80920 ,          86
       80960 ,          85
       81000 ,          85
       81040 ,          87
       81080 ,          85
       81120 ,          83
       81160 ,          83
       81200 ,          85
       81240 ,          82
       81280 ,          81
       81320 ,          82
       81360 ,          83
       81400 ,          83
       81440 ,          84
       81480 ,          85
       81520 ,          84
       81560 ,          85
       81600 ,          81
       81640 ,          82
       81680 ,          83
       81720 ,          81
       81760 ,          81
       81800 ,          85
       81840 ,          83
       81880 ,          85
       81920 ,          87
       81960 ,          86
       82000 ,          87
       82040 ,          90
       82080 ,          91
       82120 ,          93
       82160 ,          95
       82200 ,          94
       82240 ,          94
       82280 ,          93
       82320 ,          97
       82360 ,          95
       82400 ,          93
       82440 ,          92
       82480 ,          93
       82520 ,          96
       82560 ,          95
       82600 ,          89
       82640 ,          83
       82680 ,          83
       82720 ,          84
       82760 ,          85
       82800 ,          88
       82840 ,          89
       82880 ,          87
       82920 ,          89
       82960 ,          86
       83000 ,          87
       83040 ,          89
       83080 ,          88
       83120 ,          85
       83160 ,          84
       83200 ,          84
       83240 ,          83
       83280 ,          83
       83320 ,          84
       83360 ,          86
       83400 ,          86
       83440 ,          86
       83480 ,          86
       83520 ,          90
       83560 ,          89
       83600 ,          88
       83640 ,          86
       83680 ,          88
       83720 ,          84
       83760 ,          86
       83800 ,          84
       83840 ,          86
       83880 ,          89
       83920 ,          93
       83960 ,          90
       84000 ,          92
       84040 ,          94
       84080 ,          92
       84120 ,          92
       84160 ,          93
       84200 ,          93
       84240 ,          91
       84280 ,          94
       84320 ,          95
       84360 ,          96
       84400 ,          95
       84440 ,          96
       84480 ,          93
       84520 ,          95
       84560 ,          95
       84600 ,          94
       84640 ,          91
       84680 ,          91
       84720 ,          89
       84760 ,          92
       84800 ,          92
       84840 ,          92
       84880 ,          90
       84920 ,          88
       84960 ,          88
       85000 ,          88
       85040 ,          86
       85080 ,          86
       85120 ,          88
       85160 ,          88
       85200 ,          86
       85240 ,          87
       85280 ,          87
       85320 ,          91
       85360 ,          89
       85400 ,          90
       85440 ,          86
       85480 ,          85
       85520 ,          85
       85560 ,          84
       85600 ,          84
       85640 ,          83
       85680 ,          82
       85720 ,          83
       85760 ,          82
       85800 ,          81
       85840 ,          81
       85880 ,          81
       85920 ,          77
       85960 ,          77
       86000 ,          80
       86040 ,          79
       86080 ,          78
       86120 ,          79
       86160 ,          79
       86200 ,          80
       86240 ,          81
       86280 ,          82
       86320 ,          80
       86360 ,          78
       86400 ,          77
       86440 ,          79
       86480 ,          80
       86520 ,          80
       86560 ,          79
       86600 ,          80
       86640 ,          82
       86680 ,          84
       86720 ,          83
       86760 ,          82
       86800 ,          82
       86840 ,          86
       86880 ,          83
       86920 ,          86
       86960 ,          84
       87000 ,          83
       87040 ,          81
       87080 ,          82
       87120 ,          82
       87160 ,          85
       87200 ,          83
       87240 ,          84
       87280 ,          81
       87320 ,          79
       87360 ,          81
       87400 ,          81
       87440 ,          83
       87480 ,          81
       87520 ,          81
       87560 ,          80
       87600 ,          81
       87640 ,          85
       87680 ,          87
       87720 ,          85
       87760 ,          85
       87800 ,          84
       87840 ,          83
       87880 ,          86
       87920 ,          86
       87960 ,          89
       88000 ,          86
       88040 ,          88
       88080 ,          86
       88120 ,          86
       88160 ,          89
       88200 ,          92
       88240 ,          92
       88280 ,          88
       88320 ,          88
       88360 ,          87
       88400 ,          88
       88440 ,          91
       88480 ,          91
       88520 ,          94
       88560 ,          90
       88600 ,          87
       88640 ,          83
       88680 ,          86
       88720 ,          85
       88760 ,          87
       88800 ,          85
       88840 ,          86
       88880 ,          86
       88920 ,          85
       88960 ,          88
       89000 ,          88
       89040 ,          87
       89080 ,          84
       89120 ,          82
       89160 ,          86
       89200 ,          85
       89240 ,          85
       89280 ,          85
       89320 ,          84
       89360 ,          84
       89400 ,          83
       89440 ,          83
       89480 ,          86
       89520 ,          86
       89560 ,          87
       89600 ,          85
       89640 ,          85
       89680 ,          83
       89720 ,          83
       89760 ,          83
       89800 ,          83
       89840 ,          82
       89880 ,          81
       89920 ,          84
       89960 ,          85
       90000 ,          87
       90040 ,          91
       90080 ,          93
       90120 ,          93
       90160 ,          93
       90200 ,          89
       90240 ,          85
       90280 ,          87
       90320 ,          88
       90360 ,          88
       90400 ,          87
       90440 ,          83
       90480 ,          80
       90520 ,          81
       90560 ,          82
       90600 ,          83
       90640 ,          82
       90680 ,          84
       90720 ,          84
       90760 ,          84
       90800 ,          83
       90840 ,          83
       90880 ,          80
       90920 ,          81
       90960 ,          79
       91000 ,          77
       91040 ,          77
       91080 ,          76
       91120 ,          77
       91160 ,          79
       91200 ,          78
       91240 ,          82
       91280 ,          82
       91320 ,          84
       91360 ,          82
       91400 ,          83
       91440 ,          84
       91480 ,          83
       91520 ,          81
       91560 ,          81
       91600 ,          85
       91640 ,          85
       91680 ,          85
       91720 ,          80
       91760 ,          81
       91800 ,          83
       91840 ,          80
       91880 ,          82
       91920 ,          84
       91960 ,          82
       92000 ,          83
       92040 ,          80
       92080 ,          77
       92120 ,          77
       92160 ,          81
       92200 ,          80
       92240 ,          75
       92280 ,          77
       92320 ,          78
       92360 ,          78
       92400 ,          78
       92440 ,          77
       92480 ,          77
       92520 ,          77
       92560 ,          77
       92600 ,          77
       92640 ,          75
       92680 ,          74
       92720 ,          74
       92760 ,          74
       92800 ,          74
       92840 ,          75
       92880 ,          76
       92920 ,          81
       92960 ,          81
       93000 ,          79
       93040 ,          79
       93080 ,          79
       93120 ,          77
       93160 ,          75
       93200 ,          76
       93240 ,          74
       93280 ,          72
       93320 ,          73
       93360 ,          73
       93400 ,          74
       93440 ,          72
       93480 ,          73
       93520 ,          74
       93560 ,          76
       93600 ,          75
       93640 ,          74
       93680 ,          75
       93720 ,          77
       93760 ,          77
       93800 ,          77
       93840 ,          78
       93880 ,          73
       93920 ,          73
       93960 ,          73
       94000 ,          72
       94040 ,          71
       94080 ,          73
       94120 ,          74
       94160 ,          75
       94200 ,          75
       94240 ,          79
       94280 ,          79
       94320 ,          76
       94360 ,          76
       94400 ,          75
       94440 ,          76
       94480 ,          77
       94520 ,          75
       94560 ,          76
       94600 ,          76
       94640 ,          80
       94680 ,          79
       94720 ,          80
       94760 ,          80
       94800 ,          78
       94840 ,          74
       94880 ,          75
       94920 ,          75
       94960 ,          75
       95000 ,          75
       95040 ,          75
       95080 ,          75
       95120 ,          76
       95160 ,          76
       95200 ,          76
       95240 ,          76
       95280 ,          75
       95320 ,          74
       95360 ,          77
       95400 ,          80
       95440 ,          78
       95480 ,          77
       95520 ,          78
       95560 ,          78
       95600 ,          78
       95640 ,          76
       95680 ,          77
       95720 ,          74
       95760 ,          76
       95800 ,          72
       95840 ,          74
       95880 ,          74
       95920 ,          75
       95960 ,          77
       96000 ,          80
       96040 ,          78
       96080 ,          78
       96120 ,          79
       96160 ,          79
       96200 ,          78
       96240 ,          79
       96280 ,          79
       96320 ,          77
       96360 ,          77
       96400 ,          77
       96440 ,          77
       96480 ,          79
       96520 ,          77
       96560 ,          78
       96600 ,          78
       96640 ,          79
       96680 ,          79
       96720 ,          78
       96760 ,          80
       96800 ,          81
       96840 ,          82
       96880 ,          79
       96920 ,          81
       96960 ,          80
       97000 ,          80
       97040 ,          85
       97080 ,          83
       97120 ,          83
       97160 ,          86
       97200 ,          85
       97240 ,          85
       97280 ,          84
       97320 ,          83
       97360 ,          82
       97400 ,          84
       97440 ,          84
       97480 ,          81
       97520 ,          82
       97560 ,          81
       97600 ,          82
       97640 ,          81
       97680 ,          80
       97720 ,          82
       97760 ,          80
       97800 ,          80
       97840 ,          82
       97880 ,          81
       97920 ,          81
       97960 ,          81
       98000 ,          83
       98040 ,          79
       98080 ,          80
       98120 ,          82
       98160 ,          81
       98200 ,          80
       98240 ,          79
       98280 ,          81
       98320 ,          82
       98360 ,          81
       98400 ,          82
       98440 ,          83
       98480 ,          79
       98520 ,          78
       98560 ,          77
       98600 ,          77
       98640 ,          81
       98680 ,          82
       98720 ,          77
       98760 ,          76
       98800 ,          75
       98840 ,          81
       98880 ,          79
       98920 ,          79
       98960 ,          82
       99000 ,          80
       99040 ,          80
       99080 ,          80
       99120 ,          80
       99160 ,          80
       99200 ,          81
       99240 ,          86
       99280 ,          86
       99320 ,          86
       99360 ,          88
       99400 ,          93
       99440 ,          93
       99480 ,          91
       99520 ,          88
       99560 ,          90
       99600 ,          90
       99640 ,          92
       99680 ,          93
       99720 ,          89
       99760 ,          86
       99800 ,          86
       99840 ,          82
       99880 ,          78
       99920 ,          76
       99960 ,          77
      100000 ,          75
      100040 ,          74
      100080 ,          74
      100120 ,          77
      100160 ,          77
      100200 ,          79
      100240 ,          79
      100280 ,          80
      100320 ,          81
      100360 ,          81
      100400 ,          80
      100440 ,          83
      100480 ,          83
      100520 ,          82
      100560 ,          82
      100600 ,          80
      100640 ,          80
      100680 ,          79
      100720 ,          78
      100760 ,          80
      100800 ,          80
      100840 ,          81
      100880 ,          80
      100920 ,          83
      100960 ,          82
      101000 ,          79
      101040 ,          80
      101080 ,          78
      101120 ,          78
      101160 ,          78
      101200 ,          79
      101240 ,          79
      101280 ,          80
      101320 ,          79
      101360 ,          78
      101400 ,          77
      101440 ,          76
      101480 ,          78
      101520 ,          79
      101560 ,          80
      101600 ,          78
      101640 ,          77
      101680 ,          77
      101720 ,          74
      101760 ,          78
      101800 ,          78
      101840 ,          78
      101880 ,          79
      101920 ,          77
      101960 ,          77
      102000 ,          79
      102040 ,          79
      102080 ,          78
      102120 ,          80
      102160 ,          80
      102200 ,          80
      102240 ,          80
      102280 ,          82
      102320 ,          86
      102360 ,          85
      102400 ,          85
      102440 ,          81
      102480 ,          82
      102520 ,          81
      102560 ,          83
      102600 ,          81
      102640 ,          83
      102680 ,          81
      102720 ,          81
      102760 ,          80
      102800 ,          80
      102840 ,          81
      102880 ,          83
      102920 ,          82
      102960 ,          80
      103000 ,          78
      103040 ,          81
      103080 ,          81
      103120 ,          81
      103160 ,          83
      103200 ,          81
      103240 ,          80
      103280 ,          81
      103320 ,          83
      103360 ,          88
      103400 ,          88
      103440 ,          90
      103480 ,          93
      103520 ,          93
      103560 ,          91
      103600 ,          90
      103640 ,          95
      103680 ,          90
      103720 ,          92
      103760 ,          93
      103800 ,          90
      103840 ,          90
      103880 ,          91
      103920 ,          90
      103960 ,          89
      104000 ,          87
      104040 ,          87
      104080 ,          87
      104120 ,          87
      104160 ,          87
      104200 ,          85
      104240 ,          88
      104280 ,          86
      104320 ,          88
      104360 ,          86
      104400 ,          87
      104440 ,          89
      104480 ,          89
      104520 ,          89
      104560 ,          93
      104600 ,          91
      104640 ,          93
      104680 ,          95
      104720 ,          95
      104760 ,          93
      104800 ,          90
      104840 ,          91
      104880 ,          92
      104920 ,          94
      104960 ,          96
      105000 ,          95
      105040 ,          92
      105080 ,          93
      105120 ,          98
      105160 ,          98
      105200 ,          99
      105240 ,          97
      105280 ,          96
      105320 ,         100
      105360 ,         100
      105400 ,          99
      105440 ,          99
      105480 ,          98
      105520 ,          96
      105560 ,          95
      105600 ,          96
      105640 ,          94
      105680 ,          93
      105720 ,          95
      105760 ,          96
      105800 ,          93
      105840 ,          93
      105880 ,          95
      105920 ,          93
      105960 ,          90
      106000 ,          94
      106040 ,          95
      106080 ,          97
      106120 ,          95
      106160 ,         100
      106200 ,          96
      106240 ,          97
      106280 ,          98
      106320 ,         100
      106360 ,          99
      106400 ,         101
      106440 ,         102
      106480 ,         100
      106520 ,          98
      106560 ,          97
      106600 ,          99
      106640 ,         100
      106680 ,         103
      106720 ,         100
      106760 ,         101
      106800 ,          97
      106840 ,          96
      106880 ,          97
      106920 ,          96
      106960 ,          96
      107000 ,          96
      107040 ,          96
      107080 ,          97
      107120 ,          98
      107160 ,          98
      107200 ,          94
      107240 ,          94
      107280 ,          94
      107320 ,          93
      107360 ,          93
      107400 ,          93
      107440 ,          92
      107480 ,          93
      107520 ,          93
      107560 ,          92
      107600 ,          92
      107640 ,          90
      107680 ,          93
      107720 ,          95
      107760 ,          94
      107800 ,          91
      107840 ,          90
      107880 ,          93
      107920 ,          96
      107960 ,          92
      108000 ,          92
      108040 ,          91
      108080 ,          90
      108120 ,          92
      108160 ,          93
      108200 ,          97
      108240 ,          94
      108280 ,          91
      108320 ,          92
      108360 ,          93
      108400 ,          97
      108440 ,         100
      108480 ,         100
      108520 ,          98
      108560 ,         100
      108600 ,          99
      108640 ,         102
      108680 ,         102
      108720 ,         101
      108760 ,         103
      108800 ,         107
      108840 ,         108
      108880 ,         106
      108920 ,         108
      108960 ,         108
      109000 ,         107
      109040 ,         106
      109080 ,         109
      109120 ,         108
      109160 ,         110
      109200 ,         112
      109240 ,         108
      109280 ,         112
      109320 ,         114
      109360 ,         115
      109400 ,         115
      109440 ,         116
      109480 ,         111
      109520 ,         108
      109560 ,         109
      109600 ,         111
      109640 ,         107
      109680 ,         106
      109720 ,         104
      109760 ,         104
      109800 ,         100
      109840 ,         101
      109880 ,         103
      109920 ,         103
      109960 ,         104
      110000 ,         100
      110040 ,          99
      110080 ,          99
      110120 ,         100
      110160 ,          99
      110200 ,          94
      110240 ,          96
      110280 ,          93
      110320 ,          92
      110360 ,          92
      110400 ,          91
      110440 ,          92
      110480 ,          90
      110520 ,          91
      110560 ,          92
      110600 ,          93
      110640 ,          95
      110680 ,         101
      110720 ,          97
      110760 ,          96
      110800 ,          98
      110840 ,         100
      110880 ,         102
      110920 ,         104
      110960 ,         103
      111000 ,          99
      111040 ,          99
      111080 ,         102
      111120 ,         107
      111160 ,         106
      111200 ,         105
      111240 ,         105
      111280 ,         104
      111320 ,         101
      111360 ,         102
      111400 ,         102
      111440 ,          95
      111480 ,          93
      111520 ,          95
      111560 ,          97
      111600 ,          93
      111640 ,          94
      111680 ,          94
      111720 ,          92
      111760 ,          92
      111800 ,          94
      111840 ,          93
      111880 ,          97
      111920 ,          97
      111960 ,          93
      112000 ,          93
      112040 ,          90
      112080 ,          89
      112120 ,          89
      112160 ,          84
      112200 ,          85
      112240 ,          84
      112280 ,          84
      112320 ,          85
      112360 ,          84
      112400 ,          82
      112440 ,          83
      112480 ,          82
      112520 ,          84
      112560 ,          80
      112600 ,          82
      112640 ,          83
      112680 ,          81
      112720 ,          81
      112760 ,          82
      112800 ,          85
      112840 ,          83
      112880 ,          85
      112920 ,          85
      112960 ,          86
      113000 ,          86
      113040 ,          87
      113080 ,          85
      113120 ,          83
      113160 ,          82
      113200 ,          82
      113240 ,          83
      113280 ,          81
      113320 ,          82
      113360 ,          83
      113400 ,          81
      113440 ,          80
      113480 ,          78
      113520 ,          77
      113560 ,          77
      113600 ,          76
      113640 ,          76
      113680 ,          76
      113720 ,          78
      113760 ,          75
      113800 ,          74
      113840 ,          75
      113880 ,          75
      113920 ,          76
      113960 ,          78
      114000 ,          81
      114040 ,          82
      114080 ,          83
      114120 ,          81
      114160 ,          80
      114200 ,          76
      114240 ,          75
      114280 ,          77
      114320 ,          77
      114360 ,          79
      114400 ,          80
      114440 ,          83
      114480 ,          78
      114520 ,          75
      114560 ,          77
      114600 ,          77
      114640 ,          81
      114680 ,          77
      114720 ,          78
      114760 ,          81
      114800 ,          81
      114840 ,          77
      114880 ,          78
      114920 ,          80
      114960 ,          79
      115000 ,          79
      115040 ,          78
      115080 ,          78
      115120 ,          79
      115160 ,          78
      115200 ,          78
      115240 ,          82
      115280 ,          83
      115320 ,          85
      115360 ,          83
      115400 ,          84
      115440 ,          84
      115480 ,          82
      115520 ,          81
      115560 ,          80
      115600 ,          81
      115640 ,          82
      115680 ,          80
      115720 ,          81
      115760 ,          79
      115800 ,          80
      115840 ,          79
      115880 ,          78
      115920 ,          78
      115960 ,          77
      116000 ,          80
      116040 ,          77
      116080 ,          77
      116120 ,          75
      116160 ,          77
      116200 ,          78
      116240 ,          77
      116280 ,          74
      116320 ,          74
      116360 ,          73
      116400 ,          77
      116440 ,          78
      116480 ,          77
      116520 ,          78
      116560 ,          82
      116600 ,          80
      116640 ,          77
      116680 ,          79
      116720 ,          79
      116760 ,          76
      116800 ,          76
      116840 ,          77
      116880 ,          78
      116920 ,          78
      116960 ,          78
      117000 ,          80
      117040 ,          81
      117080 ,          80
      117120 ,          82
      117160 ,          81
      117200 ,          79
      117240 ,          79
      117280 ,          78
      117320 ,          81
      117360 ,          82
      117400 ,          83
      117440 ,          80
      117480 ,          80
      117520 ,          83
      117560 ,          81
      117600 ,          80
      117640 ,          80
      117680 ,          78
      117720 ,          78
      117760 ,          79
      117800 ,          78
      117840 ,          79
      117880 ,          82
      117920 ,          80
      117960 ,          82
      118000 ,          81
      118040 ,          81
      118080 ,          80
      118120 ,          81
      118160 ,          79
      118200 ,          83
      118240 ,          83
      118280 ,          83
      118320 ,          83
      118360 ,          82
      118400 ,          82
      118440 ,          84
      118480 ,          86
      118520 ,          84
      118560 ,          81
      118600 ,          79
      118640 ,          80
      118680 ,          78
      118720 ,          79
      118760 ,          78
      118800 ,          77
      118840 ,          78
      118880 ,          78
      118920 ,          77
      118960 ,          78
      119000 ,          78
      119040 ,          76
      119080 ,          77
      119120 ,          79
      119160 ,          78
      119200 ,          78
      119240 ,          79
      119280 ,          79
      119320 ,          81
      119360 ,          81
      119400 ,          84
      119440 ,          86
      119480 ,          86
      119520 ,          85
      119560 ,          84
      119600 ,          84
      119640 ,          82
      119680 ,          84
      119720 ,          85
      119760 ,          84
      119800 ,          84
      119840 ,          83
      119880 ,          87
      119920 ,          90
      119960 ,          88
      120000 ,          88
      120040 ,          90
      120080 ,          92
      120120 ,          90
      120160 ,          89
      120200 ,          88
      120240 ,          84
      120280 ,          84
      120320 ,          84
      120360 ,          85
      120400 ,          85
      120440 ,          84
      120480 ,          84
      120520 ,          82
      120560 ,          81
      120600 ,          81
      120640 ,          81
      120680 ,          83
      120720 ,          81
      120760 ,          82
      120800 ,          82
      120840 ,          81
      120880 ,          77
      120920 ,          79
      120960 ,          79
      121000 ,          80
      121040 ,          79
      121080 ,          80
      121120 ,          79
      121160 ,          80
      121200 ,          80
      121240 ,          78
      121280 ,          74
      121320 ,          76
      121360 ,          75
      121400 ,          77
      121440 ,          76
      121480 ,          75
      121520 ,          77
      121560 ,          75
      121600 ,          75
      121640 ,          76
      121680 ,          78
      121720 ,          77
      121760 ,          79
      121800 ,          79
      121840 ,          82
      121880 ,          80
      121920 ,          77
      121960 ,          75
      122000 ,          75
      122040 ,          72
      122080 ,          71
      122120 ,          72
      122160 ,          72
      122200 ,          71
      122240 ,          72
      122280 ,          73
      122320 ,          73
      122360 ,          75
      122400 ,          77
      122440 ,          76
      122480 ,          75
      122520 ,          76
      122560 ,          76
      122600 ,          79
      122640 ,          78
      122680 ,          77
      122720 ,          79
      122760 ,          79
      122800 ,          77
      122840 ,          76
      122880 ,          79
      122920 ,          81
      122960 ,          81
      123000 ,          82
      123040 ,          80
      123080 ,          81
      123120 ,          85
      123160 ,          85
      123200 ,          86
      123240 ,          82
      123280 ,          83
      123320 ,          82
      123360 ,          83
      123400 ,          84
      123440 ,          83
      123480 ,          84
      123520 ,          87
      123560 ,          82
      123600 ,          82
      123640 ,          82
      123680 ,          81
      123720 ,          82
      123760 ,          82
      123800 ,          83
      123840 ,          82
      123880 ,          82
      123920 ,          81
      123960 ,          82
      124000 ,          85
      124040 ,          83
      124080 ,          80
      124120 ,          81
      124160 ,          82
      124200 ,          78
      124240 ,          80
      124280 ,          81
      124320 ,          80
      124360 ,          80
      124400 ,          79
      124440 ,          82
      124480 ,          82
      124520 ,          80
      124560 ,          79
      124600 ,          79
      124640 ,          80
      124680 ,          79
      124720 ,          79
      124760 ,          79
      124800 ,          79
      124840 ,          80
      124880 ,          83
      124920 ,          84
      124960 ,          83
      125000 ,          83
      125040 ,          81
      125080 ,          79
      125120 ,          82
      125160 ,          84
      125200 ,          84
      125240 ,          83
      125280 ,          82
      125320 ,          85
      125360 ,          86
      125400 ,          87
      125440 ,          87
      125480 ,          88
      125520 ,          86
      125560 ,          85
      125600 ,          87
      125640 ,          90
      125680 ,          88
      125720 ,          83
      125760 ,          82
      125800 ,          84
      125840 ,          82
      125880 ,          82
      125920 ,          82
      125960 ,          82
      126000 ,          82
      126040 ,          81
      126080 ,          81
      126120 ,          83
      126160 ,          81
      126200 ,          82
      126240 ,          81
      126280 ,          79
      126320 ,          80
      126360 ,          81
      126400 ,          84
      126440 ,          84
      126480 ,          82
      126520 ,          82
      126560 ,          84
      126600 ,          85
      126640 ,          83
      126680 ,          86
      126720 ,          83
      126760 ,          85
      126800 ,          83
      126840 ,          83
      126880 ,          85
      126920 ,          85
      126960 ,          87
      127000 ,          88
      127040 ,          87
      127080 ,          85
      127120 ,          85
      127160 ,          87
      127200 ,          87
      127240 ,          91
      127280 ,          92
      127320 ,          87
      127360 ,          87
      127400 ,          84
      127440 ,          86
      127480 ,          85
      127520 ,          87
      127560 ,          90
      127600 ,          93
      127640 ,          96
      127680 ,          93
      127720 ,          88
      127760 ,          89
      127800 ,          90
      127840 ,          90
      127880 ,          92
      127920 ,          92
      127960 ,          91
      128000 ,          92
      128040 ,          94
      128080 ,          93
      128120 ,          93
      128160 ,          96
      128200 ,          92
      128240 ,          91
      128280 ,          95
      128320 ,          94
      128360 ,          95
      128400 ,          98
      128440 ,          96
      128480 ,          95
      128520 ,          93
      128560 ,          92
      128600 ,          94
      128640 ,          94
      128680 ,          91
      128720 ,          94
      128760 ,          92
      128800 ,          92
      128840 ,          91
      128880 ,          91
      128920 ,          93
      128960 ,          94
      129000 ,          94
      129040 ,          89
      129080 ,          90
      129120 ,          92
      129160 ,          94
      129200 ,          88
      129240 ,          90
      129280 ,          89
      129320 ,          89
      129360 ,          91
      129400 ,          88
      129440 ,          87
      129480 ,          87
      129520 ,          86
      129560 ,          88
      129600 ,          88
      129640 ,          92
      129680 ,          91
      129720 ,          88
      129760 ,          90
      129800 ,          93
      129840 ,          91
      129880 ,          86
      129920 ,          90
      129960 ,          92
      130000 ,          93
      130040 ,          90
      130080 ,          94
      130120 ,          93
      130160 ,          93
      130200 ,          92
      130240 ,          88
      130280 ,          88
      130320 ,          87
      130360 ,          88
      130400 ,          89
      130440 ,          89
      130480 ,          88
      130520 ,          89
      130560 ,          90
      130600 ,          88
      130640 ,          90
      130680 ,          88
      130720 ,          87
      130760 ,          85
      130800 ,          84
      130840 ,          81
      130880 ,          82
      130920 ,          79
      130960 ,          81
      131000 ,          79
      131040 ,          81
      131080 ,          82
      131120 ,          79
      131160 ,          82
      131200 ,          82
      131240 ,          79
      131280 ,          80
      131320 ,          79
      131360 ,          78
      131400 ,          81
      131440 ,          81
      131480 ,          82
      131520 ,          80
      131560 ,          77
      131600 ,          78
      131640 ,          81
      131680 ,          82
      131720 ,          81
      131760 ,          80
      131800 ,          80
      131840 ,          79
      131880 ,          78
      131920 ,          78
      131960 ,          78
      132000 ,          76
      132040 ,          77
      132080 ,          77
      132120 ,          79
      132160 ,          75
      132200 ,          77
      132240 ,          76
      132280 ,          75
      132320 ,          76
      132360 ,          74
      132400 ,          75
      132440 ,          76
      132480 ,          75
      132520 ,          75
      132560 ,          74
      132600 ,          74
      132640 ,          76
      132680 ,          75
      132720 ,          74
      132760 ,          76
      132800 ,          78
      132840 ,          77
      132880 ,          79
      132920 ,          79
      132960 ,          77
      133000 ,          76
      133040 ,          76
      133080 ,          77
      133120 ,          75
      133160 ,          75
      133200 ,          76
      133240 ,          75
      133280 ,          75
      133320 ,          76
      133360 ,          77
      133400 ,          74
      133440 ,          75
      133480 ,          75
      133520 ,          76
      133560 ,          78
      133600 ,          77
      133640 ,          78
      133680 ,          76
      133720 ,          78
      133760 ,          76
      133800 ,          74
      133840 ,          74
      133880 ,          77
      133920 ,          79
      133960 ,          79
      134000 ,          80
      134040 ,          79
      134080 ,          78
      134120 ,          76
      134160 ,          77
      134200 ,          74
      134240 ,          75
      134280 ,          76
      134320 ,          80
      134360 ,          77
      134400 ,          77
      134440 ,          79
      134480 ,          77
      134520 ,          77
      134560 ,          79
      134600 ,          82
      134640 ,          79
      134680 ,          81
      134720 ,          80
      134760 ,          81
      134800 ,          79
      134840 ,          80
      134880 ,          78
      134920 ,          77
      134960 ,          79
      135000 ,          78
      135040 ,          75
      135080 ,          78
      135120 ,          77
      135160 ,          73
      135200 ,          76
      135240 ,          76
      135280 ,          74
      135320 ,          74
      135360 ,          77
      135400 ,          75
      135440 ,          79
      135480 ,          71
      135520 ,          72
      135560 ,          72
      135600 ,          71
      135640 ,          78
      135680 ,          79
      135720 ,          75
      135760 ,          76
      135800 ,          76
      135840 ,          74
      135880 ,          75
      135920 ,          77
      135960 ,          78
      136000 ,          77
      136040 ,          79
      136080 ,          75
      136120 ,          74
      136160 ,          71
      136200 ,          71
      136240 ,          72
      136280 ,          73
      136320 ,          74
      136360 ,          74
      136400 ,          74
      136440 ,          73
      136480 ,          73
      136520 ,          72
      136560 ,          76
      136600 ,          76
      136640 ,          74
      136680 ,          77
      136720 ,          71
      136760 ,          72
      136800 ,          73
      136840 ,          74
      136880 ,          79
      136920 ,          78
      136960 ,          78
      137000 ,          79
      137040 ,          78
      137080 ,          79
      137120 ,          79
      137160 ,          80
      137200 ,          76
      137240 ,          78
      137280 ,          78
      137320 ,          78
      137360 ,          79
      137400 ,          77
      137440 ,          77
      137480 ,          79
      137520 ,          78
      137560 ,          76
      137600 ,          75
      137640 ,          77
      137680 ,          77
      137720 ,          74
      137760 ,          77
      137800 ,          75
      137840 ,          75
      137880 ,          73
      137920 ,          73
      137960 ,          75
      138000 ,          73
      138040 ,          74
      138080 ,          74
      138120 ,          75
      138160 ,          73
      138200 ,          73
      138240 ,          73
      138280 ,          75
      138320 ,          74
      138360 ,          75
      138400 ,          73
      138440 ,          76
      138480 ,          78
      138520 ,          78
      138560 ,          77
      138600 ,          76
      138640 ,          75
      138680 ,          76
      138720 ,          76
      138760 ,          75
      138800 ,          75
      138840 ,          74
      138880 ,          74
      138920 ,          74
      138960 ,          73
      139000 ,          73
      139040 ,          73
      139080 ,          76
      139120 ,          74
      139160 ,          76
      139200 ,          75
      139240 ,          76
      139280 ,          75
